5.082107782363891602e-01,5.068245530128479004e-01,5.493345856666564941e-02,3.240137360990047455e-03,3.597767092287540436e-03,3.012018837034702301e-02,2.367980778217315674e-01,2.429549396038055420e-01,6.511073708534240723e-01,6.445549726486206055e-01,2.628120779991149902e-01,2.623240947723388672e-01,2.882304415106773376e-02,9.616899490356445312e-02,7.282192353159189224e-03,2.755030989646911621e-03,-8.536862209439277649e-03,-8.663563057780265808e-03,4.727757573127746582e-01,4.669134616851806641e-01,-1.212011743336915970e-02,-1.121674291789531708e-02,3.772674500942230225e-02,1.429432653822004795e-03,2.907451242208480835e-02,2.122218906879425049e-02,2.966591529548168182e-02,1.604246944189071655e-01,1.670962274074554443e-01,1.166533771902322769e-02,2.913911640644073486e-02,1.551201939582824707e-01,1.518252864480018616e-02,9.698043018579483032e-02,9.224915504455566406e-02,7.673098891973495483e-02,8.423525840044021606e-02,9.201213717460632324e-02,7.390324026346206665e-03,8.887878060340881348e-02,7.370448112487792969e-02,1.936724781990051270e-01,1.324409395456314087e-01,2.408051043748855591e-01,2.461933344602584839e-01,1.087175756692886353e-01,1.127916425466537476e-01,6.741158664226531982e-02,7.678340375423431396e-02,2.852556407451629639e-01,2.817068099975585938e-01,1.427849102765321732e-02
4.896094501018524170e-01,4.885930716991424561e-01,6.062318757176399231e-02,4.753409884870052338e-03,4.888097289949655533e-03,2.550729550421237946e-02,2.307474017143249512e-01,2.437266707420349121e-01,4.931753277778625488e-01,4.922180473804473877e-01,2.046588957309722900e-01,2.044732123613357544e-01,3.886777535080909729e-02,9.365049749612808228e-02,5.354861263185739517e-03,1.149671711027622223e-02,-3.452885895967483521e-03,-3.603124525398015976e-03,5.313595533370971680e-01,5.225535035133361816e-01,-8.095785044133663177e-03,-6.967526860535144806e-03,4.533715546131134033e-02,3.075451822951436043e-04,4.337267577648162842e-02,2.311580814421176910e-02,3.348658606410026550e-02,1.498193442821502686e-01,1.587600708007812500e-01,1.653489470481872559e-02,3.266661241650581360e-02,1.539476960897445679e-01,1.286889705806970596e-02,1.460366696119308472e-01,1.421434730291366577e-01,6.727550178766250610e-02,7.461716979742050171e-02,7.168446481227874756e-02,1.179153379052877426e-02,8.514030277729034424e-02,7.990873605012893677e-02,1.582057923078536987e-01,1.426605582237243652e-01,2.605661451816558838e-01,2.755450308322906494e-01,1.084831207990646362e-01,1.127982661128044128e-01,7.010357826948165894e-02,8.128971606492996216e-02,2.592860460281372070e-01,2.585293650627136230e-01,1.327491179108619690e-02
4.673225879669189453e-01,4.679140746593475342e-01,6.366244703531265259e-02,5.284917075186967850e-03,5.308222956955432892e-03,1.659367792308330536e-02,2.233508527278900146e-01,2.368369847536087036e-01,3.751277327537536621e-01,3.814130127429962158e-01,1.618723720312118530e-01,1.617564409971237183e-01,4.928269609808921814e-02,9.081426262855529785e-02,4.722631536424160004e-03,1.976663060486316681e-02,1.777248457074165344e-03,1.846981700509786606e-03,5.568743944168090820e-01,5.500741004943847656e-01,-4.692984744906425476e-03,-3.543961793184280396e-03,5.330256745219230652e-02,2.204820048063993454e-03,5.535451695322990417e-02,2.062971517443656921e-02,3.741860389709472656e-02,1.284333467483520508e-01,1.346492171287536621e-01,1.536346413195133209e-02,2.960975654423236847e-02,1.584967672824859619e-01,1.959957182407379150e-02,2.079996168613433838e-01,2.028425484895706177e-01,5.064123868942260742e-02,5.778507515788078308e-02,5.824888497591018677e-02,1.061443984508514404e-02,7.045564055442810059e-02,8.579149842262268066e-02,1.087757572531700134e-01,1.681914180517196655e-01,2.920892834663391113e-01,3.034951686859130859e-01,1.257088184356689453e-01,1.254218965768814087e-01,9.040527790784835815e-02,9.982066601514816284e-02,2.504173815250396729e-01,2.521963417530059814e-01,1.229970436543226242e-02
4.447190165519714355e-01,4.468153715133666992e-01,6.444549560546875000e-02,6.443961989134550095e-03,6.386490073055028915e-03,1.753322780132293701e-02,2.152658104896545410e-01,2.343292683362960815e-01,3.017802536487579346e-01,3.127351701259613037e-01,1.359686702489852905e-01,1.358438432216644287e-01,7.160365581512451172e-02,7.957842946052551270e-02,4.056866280734539032e-03,3.271855413913726807e-02,6.349643692374229431e-03,6.754267495125532150e-03,5.558241605758666992e-01,5.500016212463378906e-01,2.301925793290138245e-03,3.336425870656967163e-03,6.117065250873565674e-02,3.551943926140666008e-03,4.871342703700065613e-02,1.786958053708076477e-02,3.935440257191658020e-02,1.152060851454734802e-01,1.254201382398605347e-01,9.371756576001644135e-03,2.251036278903484344e-02,1.676426827907562256e-01,2.208162844181060791e-02,2.067668884992599487e-01,1.999399662017822266e-01,4.245033115148544312e-02,4.967769980430603027e-02,6.520843505859375000e-02,9.487522765994071960e-03,6.943118572235107422e-02,9.886312484741210938e-02,8.691259473562240601e-02,1.734470427036285400e-01,2.870820462703704834e-01,3.024856150150299072e-01,1.304313093423843384e-01,1.279938668012619019e-01,1.013719886541366577e-01,1.115441173315048218e-01,2.444240301847457886e-01,2.513141930103302002e-01,1.124537363648414612e-02
4.436264932155609131e-01,4.468847811222076416e-01,6.187716498970985413e-02,8.527143858373165131e-03,9.077950380742549896e-03,3.784788772463798523e-02,1.978560090065002441e-01,2.222527414560317993e-01,2.693264186382293701e-01,2.806735038757324219e-01,1.371134370565414429e-01,1.368905305862426758e-01,7.240992039442062378e-02,9.281985461711883545e-02,1.647716760635375977e-02,3.482422977685928345e-02,4.751910455524921417e-03,5.144142545759677887e-03,5.211315751075744629e-01,5.127260684967041016e-01,7.193155586719512939e-03,7.811309769749641418e-03,6.016690284013748169e-02,2.921031322330236435e-03,3.166564926505088806e-02,9.462699294090270996e-03,2.791581116616725922e-02,1.651344448328018188e-01,1.798999607563018799e-01,1.148719247430562973e-02,1.893870532512664795e-02,1.682038307189941406e-01,2.074197307229042053e-02,1.418614685535430908e-01,1.352394372224807739e-01,4.896352067589759827e-02,5.769817903637886047e-02,6.867025792598724365e-02,9.406003169715404510e-03,1.101482436060905457e-01,1.289657503366470337e-01,1.227793246507644653e-01,1.148129403591156006e-01,2.248602062463760376e-01,2.389352768659591675e-01,1.145344451069831848e-01,1.096567958593368530e-01,7.774996012449264526e-02,8.657034486532211304e-02,2.320873737335205078e-01,2.396215498447418213e-01,5.898850504308938980e-03
4.065456390380859375e-01,4.079895317554473877e-01,6.315778940916061401e-02,8.590060286223888397e-03,9.147753939032554626e-03,6.285026669502258301e-02,1.811147928237915039e-01,1.944170892238616943e-01,1.889819949865341187e-01,1.942524015903472900e-01,1.417396515607833862e-01,1.413917541503906250e-01,7.912418991327285767e-02,9.244760870933532715e-02,1.823228225111961365e-02,3.869647532701492310e-02,7.156096864491701126e-03,7.367038168013095856e-03,4.627344310283660889e-01,4.542434215545654297e-01,7.646379992365837097e-03,7.721249945461750031e-03,5.478866770863533020e-02,2.359683392569422722e-03,1.387517806142568588e-02,4.706060513854026794e-03,1.911902427673339844e-02,2.566323280334472656e-01,2.640794515609741211e-01,6.105353124439716339e-03,1.303772162646055222e-02,1.466577649116516113e-01,2.072278782725334167e-02,6.045593321323394775e-02,5.556158348917961121e-02,6.648185849189758301e-02,7.559385895729064941e-02,5.540931224822998047e-02,5.154301878064870834e-03,1.498469263315200806e-01,1.413524895906448364e-01,1.851667463779449463e-01,6.429070979356765747e-02,1.715747267007827759e-01,1.750166416168212891e-01,1.026170328259468079e-01,9.893804788589477539e-02,5.614144355058670044e-02,6.045113503932952881e-02,2.120219022035598755e-01,2.125481069087982178e-01,3.831597045063972473e-03
3.787305057048797607e-01,3.776488304138183594e-01,6.961002945899963379e-02,8.350666612386703491e-03,8.788323961198329926e-03,6.749099493026733398e-02,1.865000724792480469e-01,1.864044964313507080e-01,1.487432569265365601e-01,1.496574580669403076e-01,1.274091005325317383e-01,1.271271556615829468e-01,8.511724323034286499e-02,8.434745669364929199e-02,1.576469093561172485e-02,3.818823024630546570e-02,7.891503162682056427e-03,7.923110388219356537e-03,4.441053867340087891e-01,4.371290802955627441e-01,8.884891867637634277e-03,9.486172348260879517e-03,6.092327833175659180e-02,1.669857185333967209e-03,-3.243593964725732803e-03,-1.683051232248544693e-04,1.752479746937751770e-02,3.175047039985656738e-01,3.106099963188171387e-01,3.339668968692421913e-03,9.223863482475280762e-03,1.320675760507583618e-01,3.087319619953632355e-02,1.458681188523769379e-02,1.058415323495864868e-02,7.396477460861206055e-02,8.316068351268768311e-02,5.911732837557792664e-02,-2.478670328855514526e-03,1.702627688646316528e-01,1.469792872667312622e-01,2.023586630821228027e-01,4.599245637655258179e-02,1.832372993230819702e-01,1.663835495710372925e-01,1.038505807518959045e-01,9.844158589839935303e-02,5.382763221859931946e-02,5.436636880040168762e-02,1.970215141773223877e-01,1.923594772815704346e-01,5.526659078896045685e-03
3.270075023174285889e-01,3.249005973339080811e-01,8.708462119102478027e-02,1.183304935693740845e-02,1.255417615175247192e-02,6.158803030848503113e-02,1.948066949844360352e-01,1.898235380649566650e-01,1.327455490827560425e-01,1.326378583908081055e-01,1.111290156841278076e-01,1.109392568469047546e-01,9.670481085777282715e-02,7.375901937484741211e-02,8.121810853481292725e-03,4.686224088072776794e-02,1.175796706229448318e-02,1.184973772615194321e-02,4.388596713542938232e-01,4.345004558563232422e-01,1.226729527115821838e-02,1.334668323397636414e-02,7.478346675634384155e-02,2.656910568475723267e-03,1.773965731263160706e-02,1.265617087483406067e-03,2.224377170205116272e-02,2.971087694168090820e-01,2.838041484355926514e-01,7.832304574549198151e-03,1.490100193768739700e-02,1.412861645221710205e-01,3.923557326197624207e-02,6.317190825939178467e-02,5.906808003783226013e-02,6.513487547636032104e-02,7.305692136287689209e-02,5.863329768180847168e-02,-2.990598324686288834e-03,1.687927097082138062e-01,1.591460406780242920e-01,1.796900331974029541e-01,5.202063545584678650e-02,2.419166862964630127e-01,2.162978798151016235e-01,1.128354743123054504e-01,1.053324118256568909e-01,4.813013598322868347e-02,4.897988587617874146e-02,1.895402371883392334e-01,1.840308308601379395e-01,6.414252333343029022e-03
3.168307244777679443e-01,3.141871988773345947e-01,9.538868069648742676e-02,1.206129230558872223e-02,1.282519102096557617e-02,3.996007516980171204e-02,1.999948471784591675e-01,1.913209408521652222e-01,1.424185782670974731e-01,1.417245566844940186e-01,1.047818288207054138e-01,1.043809875845909119e-01,8.129173517227172852e-02,8.235225081443786621e-02,1.170590147376060486e-02,3.506370633840560913e-02,1.211700774729251862e-02,1.220763102173805237e-02,4.283052086830139160e-01,4.255827665328979492e-01,8.984647691249847412e-03,1.038750819861888885e-02,8.498959243297576904e-02,2.290723845362663269e-03,5.642465129494667053e-02,4.245606251060962677e-03,2.824598737061023712e-02,2.208624780178070068e-01,2.079592496156692505e-01,4.587412811815738678e-03,1.141432765871286392e-02,1.475574225187301636e-01,4.320620745420455933e-02,1.725201606750488281e-01,1.665831655263900757e-01,4.555613920092582703e-02,5.227531120181083679e-02,5.366476625204086304e-02,-4.981861449778079987e-03,1.254229098558425903e-01,1.408689171075820923e-01,1.245206743478775024e-01,8.681950718164443970e-02,3.489333093166351318e-01,3.156175911426544189e-01,1.278090178966522217e-01,1.172087118029594421e-01,5.846884846687316895e-02,6.020098179578781128e-02,1.887771636247634888e-01,1.817688345909118652e-01,6.361444480717182159e-03
3.172238171100616455e-01,3.145400881767272949e-01,1.065098345279693604e-01,1.589246280491352081e-02,1.682787761092185974e-02,2.020810917019844055e-02,1.979141831398010254e-01,1.932128965854644775e-01,1.609757393598556519e-01,1.605112701654434204e-01,1.214803457260131836e-01,1.211110949516296387e-01,5.592796951532363892e-02,9.030193090438842773e-02,1.726069301366806030e-02,1.117462757974863052e-02,1.030725892633199692e-02,1.012493390589952469e-02,4.249752461910247803e-01,4.221093356609344482e-01,6.874000653624534607e-03,8.404875174164772034e-03,8.969318121671676636e-02,1.556094270199537277e-03,8.220075070858001709e-02,1.121738646179437637e-02,2.301049232482910156e-02,1.503758281469345093e-01,1.428465396165847778e-01,-1.210339600220322609e-03,7.220403756946325302e-03,1.515471488237380981e-01,5.113229155540466309e-02,3.056395351886749268e-01,2.948037087917327881e-01,3.382693976163864136e-02,3.913655504584312439e-02,3.977199271321296692e-02,-2.761716721579432487e-03,6.748262047767639160e-02,9.776668250560760498e-02,7.038866728544235229e-02,1.565558761358261108e-01,4.625486433506011963e-01,4.258860945701599121e-01,1.412959694862365723e-01,1.297615766525268555e-01,9.708927571773529053e-02,9.953411668539047241e-02,2.013253569602966309e-01,1.952875852584838867e-01,4.786934237927198410e-03
